_protocol,_address,_date,_type,_subject,_body,_toa,_sc_toa,_service_center,_read,_status,_locked,_date_sent,_sub_id,_readable_date,_contact_name
0,AX-SKSINR,1.72E+12,1,,"Rs.52,26,000 can be credited
in your account at Maturity
TAX BENEFIT
by Investing Rs.4650/PM for 10yrs
To know more
trku.in/ryl/11xm7fs
SKSINR",,,9.20E+11,0,-1,0,1.72E+12,3,12-07-2024 10:29,(Unknown)
0,AD-AIRTEL,1.72E+12,1,,"Don't miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click here u.airtel.in/hKOOl5",,,9.20E+11,1,-1,0,1.72E+12,3,14-07-2024 11:08,(Unknown)
0,AD-AIRTEL,1.72E+12,1,,Airtel WiFi కాలింగ్తో మెరుగైన ఇండోర్ కవరేజీని మిస్ అవ్వకండి! ఈరోజు మెరుగైన అనుభవం కోసం మీ స్మార్ట్ఫోన్ సెట్టింగ్లను మార్చండి. ఇక్కడ క్లిక్ చేయండి u.airtel.in/hKOOl5,,,9.20E+11,1,-1,0,1.72E+12,1,14-07-2024 11:12,(Unknown)
0,VK-SMCADN,1.72E+12,1,,"Apply for American Express Membership Rewards Credit Card & earn Flipkart Vouchers worth Rs.8,000 p.a.*
Get Online http://gmg.im/gh2UAv Smart Cardon",,,9.20E+11,1,-1,0,1.72E+12,3,16-07-2024 13:20,(Unknown)
0,VK-SMACRD,1.72E+12,1,,"Apply for Pre-qualified credit card limit up to INR 150,000 & get Noise ColorFit Pulse 2 Max Smart Watch worth Rs. 5,999.
Click http://gmg.im/fIvgJs SmartCardon",,,9.20E+11,1,-1,0,1.72E+12,3,16-07-2024 13:23,(Unknown)
0,VK-SMACRD,1.72E+12,1,,"Apply for Pre-qualified credit card limit up to INR 150,000 & get Noise ColorFit Pulse 2 Max Smart Watch worth Rs. 5,999.
Click http://gmg.im/fIvjq9 SmartCardon",,,9.20E+11,1,-1,0,1.72E+12,3,16-07-2024 13:27,(Unknown)
0,VK-SMACRD,1.72E+12,1,,"Apply for Pre-qualified credit card limit up to INR 150,000 & get Noise ColorFit Pulse 2 Max Smart Watch worth Rs. 5,999.
Click http://gmg.im/bm69hv SmartCardon",,,9.20E+11,1,-1,0,1.72E+12,3,17-07-2024 15:01,(Unknown)
0,VK-SMACRD,1.72E+12,1,,"Apply for Pre-qualified credit card limit up to INR 150,000 & get Noise ColorFit Pulse 2 Max Smart Watch worth Rs. 5,999.
Click http://gmg.im/eGwDi7 SmartCardon",,,9.20E+11,1,-1,0,1.72E+12,3,17-07-2024 15:03,(Unknown)
0,VK-SMCADN,1.72E+12,1,,"Apply for American Express Membership Rewards Credit Card & earn Flipkart Vouchers worth Rs.8,000 p.a.*
Get Online http://gmg.im/nQko5 Smart Cardon",,,9.20E+11,1,-1,0,1.72E+12,3,17-07-2024 15:05,(Unknown)
0,AD-AIRTEL,1.72E+12,1,,Airtel WiFi కాలింగ్తో మెరుగైన ఇండోర్ కవరేజీని మిస్ అవ్వకండి! ఈరోజు మెరుగైన అనుభవం కోసం మీ స్మార్ట్ఫోన్ సెట్టింగ్లను మార్చండి. ఇక్కడ క్లిక్ చేయండి u.airtel.in/hKOOl5,,,9.20E+11,1,-1,0,1.72E+12,1,21-07-2024 11:14,(Unknown)
0,AD-AIRTEL,1.72E+12,1,,"Don't miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click here u.airtel.in/hKOOl5",,,9.20E+11,1,-1,0,1.72E+12,3,21-07-2024 11:15,(Unknown)
0,AD-WISHFN,1.72E+12,1,,"Hi Vysyaraju,as wishfin user,Get TATA Capital personal loan offer,special ROI starting 15.99%,valid till 29th May, T&C's.Check wfds.in/MzW6Hkb6q -Wishfin",,,9.20E+11,1,-1,0,1.72E+12,1,23-07-2024 15:11,(Unknown)
0,AD-AIRTEL,1.72E+12,1,,Airtel WiFi కాలింగ్తో మెరుగైన ఇండోర్ కవరేజీని మిస్ అవ్వకండి! ఈరోజు మెరుగైన అనుభవం కోసం మీ స్మార్ట్ఫోన్ సెట్టింగ్లను మార్చండి. ఇక్కడ క్లిక్ చేయండి u.airtel.in/hKOOl5,,,9.20E+11,1,-1,0,1.72E+12,1,28-07-2024 11:17,(Unknown)
0,AD-AIRTEL,1.72E+12,1,,"Don't miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click here u.airtel.in/hKOOl5",,,9.20E+11,1,-1,0,1.72E+12,3,28-07-2024 11:18,(Unknown)
0,AD-AIRTEL,1.72E+12,1,,Never respond to emails/embedded links in messages/calls asking you to update or verify KYC documents/User ID/Password/Debit Card Number/PIN/CVV/OTP etc. Immediately change your passwords/CVV/PIN if you have accidentally revealed your credentials.,,,9.20E+11,1,-1,0,1.72E+12,3,01-08-2024 11:42,(Unknown)
0,AD-AIRTEL,1.72E+12,1,,"Don't miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click here u.airtel.in/hKOOl5",,,9.20E+11,1,-1,0,1.72E+12,3,04-08-2024 11:09,(Unknown)
0,AD-AIRTEL,1.72E+12,1,,Airtel WiFi కాలింగ్తో మెరుగైన ఇండోర్ కవరేజీని మిస్ అవ్వకండి! ఈరోజు మెరుగైన అనుభవం కోసం మీ స్మార్ట్ఫోన్ సెట్టింగ్లను మార్చండి. ఇక్కడ క్లిక్ చేయండి u.airtel.in/hKOOl5,,,9.20E+11,1,-1,0,1.72E+12,1,04-08-2024 11:15,(Unknown)
0,AD-AIRTEL,1.72E+12,1,,Airtel WiFi కాలింగ్తో మెరుగైన ఇండోర్ కవరేజీని మిస్ అవ్వకండి! ఈరోజు మెరుగైన అనుభవం కోసం మీ స్మార్ట్ఫోన్ సెట్టింగ్లను మార్చండి. ఇక్కడ క్లిక్ చేయండి u.airtel.in/hKOOl5,,,9.20E+11,1,-1,0,1.72E+12,1,11-08-2024 11:35,(Unknown)
0,AD-AIRTEL,1.72E+12,1,,"Don't miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click here u.airtel.in/hKOOl5",,,9.20E+11,1,-1,0,1.72E+12,3,11-08-2024 11:35,(Unknown)
0,CP-THOAL,1.72E+12,1,,"Avail exclusive benefits MY FIRST LAND
@DAPOLI Coastal Hillstation starting @35.99 L
Book today & save 7Lac
The House of Abhinandan Lodha
{wa.link/v2px4a}",,,9.12E+11,0,-1,0,1.72E+12,1,11-08-2024 12:00,(Unknown)
0,9.16E+11,1.72E+12,1,,Join forecasting securities group:   https://tinyurl.com/43yk2py2,,,9.17E+11,0,-1,0,1.72E+12,1,16-08-2024 08:20,(Unknown)
0,CP-THOAL,1.72E+12,1,,"1400 sq. ft Seaside land in Dapoli at @24.99 L All In.
EMI of 6,999/- Enjoy freedom offer of 78,000
The House of Abhinandan Lodha
{wa.link/9b4diw}",,,9.12E+11,0,-1,0,1.72E+12,1,18-08-2024 10:43,(Unknown)
0,AD-AIRTEL,1.72E+12,1,,Airtel WiFi కాలింగ్తో మెరుగైన ఇండోర్ కవరేజీని మిస్ అవ్వకండి! ఈరోజు మెరుగైన అనుభవం కోసం మీ స్మార్ట్ఫోన్ సెట్టింగ్లను మార్చండి. ఇక్కడ క్లిక్ చేయండి u.airtel.in/hKOOl5,,,9.20E+11,1,-1,0,1.72E+12,1,18-08-2024 11:23,(Unknown)
0,AD-AIRTEL,1.72E+12,1,,"Don't miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click here u.airtel.in/hKOOl5",,,9.20E+11,1,-1,0,1.72E+12,3,18-08-2024 11:24,(Unknown)
0,VM-INOXMO,1.72E+12,1,,"In space, no one can hear you scream but they can feel the terror. 'Alien: Romulus' is here with spine-chilling suspense & a terrifying new chapter in the legendary franchise Alien. Book your tickets now @ INOX https://pvr.im/YjBTgPoF",,,9.20E+11,1,-1,0,1.72E+12,1,22-08-2024 15:51,(Unknown)
0,AD-AIRDOT,1.72E+12,1,,"While receiving any international call, if an Indian number or no number is displayed on your phone, please inform on the DoT toll-free number 1800110420/1963.",,,9.20E+11,1,-1,0,1.72E+12,3,22-08-2024 23:08,(Unknown)
0,CP-TTHSPA,1.72E+12,1,,"Dear Mr Shankar, Your appointment at Tathaapi Spa & Wellness is confirmed. Please arrive 10 minutes early to ensure a relaxing experience.",,,9.12E+11,1,-1,0,1.72E+12,1,23-08-2024 17:58,(Unknown)
0,CP-TTHSPA,1.72E+12,1,,"Dear Customer, Thank you for your visit @ Tathaapi Spa and Wellness. Click on this link to download digital receipt tathaapi.trakedge.com/bill/1724-416190-1682 of amount 826 rate your experience.",,,9.12E+11,1,-1,0,1.72E+12,1,23-08-2024 17:59,(Unknown)
0,CP-TTHSPA,1.72E+12,1,,"Dear customer, 41 Loyalty points added to your Tathaapi Spa & Wellness Wallet, valid till 3 months. Your updated loyalty points balance is 82. Follow us - https://bit.ly/422w0YT
",,,9.12E+11,1,-1,0,1.72E+12,1,23-08-2024 17:59,(Unknown)
0,AD-AIRTEL,1.72E+12,1,,Airtel WiFi కాలింగ్తో మెరుగైన ఇండోర్ కవరేజీని మిస్ అవ్వకండి! ఈరోజు మెరుగైన అనుభవం కోసం మీ స్మార్ట్ఫోన్ సెట్టింగ్లను మార్చండి. ఇక్కడ క్లిక్ చేయండి u.airtel.in/hKOOl5,,,9.20E+11,1,-1,0,1.72E+12,1,25-08-2024 11:12,(Unknown)
0,AD-AIRTEL,1.72E+12,1,,"Don't miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click here u.airtel.in/hKOOl5",,,9.20E+11,1,-1,0,1.72E+12,3,25-08-2024 11:12,(Unknown)
0,JD-PHONPE,1.72E+12,1,,UBER INDIA SYSTEMS PRIVATE LIMITED has requested money from you on PhonePe.Rs.187.67 will be debited from your account on approving the request - https://phone.pe/3ndmopvd,,,9.17E+11,1,-1,0,1.72E+12,1,25-08-2024 17:22,(Unknown)
0,JD-PHONPE,1.72E+12,1,,"Rs.5000  Uber E-Gift Voucher purchased via PhonePe. Card Number: 6004910015178092 , Pin: QAE4ZHXX75JN5. TnC : https://phon.pe/giftCard1183",,,9.17E+11,1,-1,0,1.72E+12,1,25-08-2024 17:23,(Unknown)
0,JK-PHONPE,1.72E+12,1,,You've received Rs.150 cashback from PhonePe as Cashback/PhonePe Gift Card for Get 3% Cashback* up to 300 on purchase of Uber E-Voucher with PhonePe,,,9.17E+11,1,-1,0,1.72E+12,1,25-08-2024 17:23,(Unknown)
0,TM-APEPDC,1.72E+12,1,,It is to inform you that an unexpected Power outage (POWER FAILURE) occurred in your area today @ 09:50 Hrs due to some technical issues and the power supply is expected to be restored by 10:50 Hrs. Sorry for the inconvenience. -APEPDCL,,,9.18E+11,1,-1,0,1.72E+12,1,25-08-2024 17:38,(Unknown)
0,TM-APEPDC,1.72E+12,1,,It is to inform you that an unexpected Power outage (POWER FAILURE) occurred in your area today @ 17:03 Hrs due to some technical issues and the power supply is expected to be restored by 18:04 Hrs. Sorry for the inconvenience. -APEPDCL,,,9.18E+11,1,-1,0,1.72E+12,1,25-08-2024 17:50,(Unknown)
0,CP-ICICIS,1.72E+12,1,,"Get mode-wise analysis of your collections with ICICI Bank QR transaction summary. Visit icici.co/DUvfEABe5GE . For queries, contact Customer Care. T&Cs.",,,9.12E+11,1,-1,0,1.72E+12,3,26-08-2024 10:27,(Unknown)
0,TM-ITDCPC,1.72E+12,1,,"Dear YESKART PRIVATE LIMITED, AAXXXXXX0K,
Income Tax Department has issued a notice/letter for AY 2020-21 under section NA. Kindly submit online response in case of notice by login to e-filing account (https://www.incometax.gov.in).
e-Filing, Income Tax Department",,,9.18E+11,1,-1,0,1.72E+12,1,26-08-2024 14:12,(Unknown)
0,AX-142424,1.72E+12,1,,Need a safety net for your business capital? Safeguard your wealth with ICICI Bank Fixed Deposits. Invest now. Visit icici.co/DUvfEnQBAN0 to apply. T&Cs.,,,9.20E+11,1,-1,0,1.72E+12,3,28-08-2024 10:30,(Unknown)
0,CP-PFINCO,1.72E+12,1,,"Dear Poonawalla Customer,
EMI amount of 39023 for the month of SEPTEMBER will be due on 03-SEP-24. Please maintain sufficient balance in your bank account at least 2 days before, and till the due date, to avoid Default Charges.
In case of Non-Payment/bounce of EMI on the due date, Default Charges will be levied as more particularly specified at the following link:
<<https://pfloan.in/charges>>",,,9.12E+11,1,-1,0,1.72E+12,1,29-08-2024 14:53,(Unknown)
0,VM-INOXMO,1.73E+12,1,,"True love never dies! Enter the shadows with The Crow and experience the legend, the revenge, and the rebirth on the big screen. A tale of love, loss, and vengeance awaits you at INOX. Book now: https://pvr.im/u5D4Q0lm",,,9.20E+11,1,-1,0,1.73E+12,1,30-08-2024 17:02,(Unknown)
0,9.17E+11,1.73E+12,2,,SBIUPI i5E%2BGGSIJy4g9z4l4LPHuxdPMOK67p4eHywnbRXqQnNHKOLd%2Fwvbg8qLqAiGmFft!bf9b0e666e6e33dcd3bc4937e7a64179838e05718644bf64552cc57553f10942,,,,1,-1,0,0,1,31-08-2024 16:11,(Unknown)
0,9.20E+11,1.73E+12,2,,JP7 E965*ED59R88442Y*o*1YbU***T4gKfEZ*H*6**jTb52*KB*,,,,1,-1,0,0,1,31-08-2024 16:11,(Unknown)
0,9.20E+11,1.73E+12,2,,HDFCUPI 7mU8wQHN4ZSsZV7i9Ns9F1FXXewawsfC4yUQq3%2B%2Faiv3HzeoFtQ01jZ8Pg9o9Zp%2B,,,,1,-1,0,0,1,31-08-2024 16:11,(Unknown)
0,9.18E+11,1.73E+12,2,,JP7 *TZ4#4$I*!*N*6j!B#k*R$IKVh*$206&$!e!,,,,1,-1,0,0,1,31-08-2024 16:11,(Unknown)
0,JD-ICICIT,1.73E+12,1,,"Google Pay registration is initiated for ICICI Bank. If not done by you, report to your bank. Card details/OTP/CVV are SECRET. DO NOT disclose it to anyone.",,,9.17E+11,1,-1,0,1.73E+12,1,31-08-2024 16:11,(Unknown)
0,VK-AxisBk,1.73E+12,1,,UPI registration on Google Pay has started. Do not share Debit Card details/OTP/expiry date to avoid financial loss. Not you? Report to your bank - Axis Bank,,,9.20E+11,1,-1,0,1.73E+12,1,31-08-2024 16:11,(Unknown)
0,TM-TPNODL,1.73E+12,1,,We regret power outage in your premise due to emergency maintenance. Expected restoration time within 60 minutes.TPNODL,,,9.18E+11,1,-1,0,1.73E+12,3,31-08-2024 16:27,(Unknown)
0,AX-NAVIHQ,1.73E+12,1,,"Dear Sankar Rao Vysyaraju your Navi Cash loan is approved. Go to the Navi App now to get bank transfer instantly.
Click Here https://r.navi.com/E5b36A",,,9.20E+11,1,-1,0,1.73E+12,1,31-08-2024 17:02,(Unknown)
0,CP-COMMST,1.73E+12,1,,"Digi Dakiya WhatsApp CRM
Manage Reminders, Notes, Leads
Automated ChatBot
Schedule WA Broadcast to Groups, Labels
https://wa.me/919871099888?text=WACRM
CommNest",,,9.12E+11,1,-1,0,1.73E+12,1,31-08-2024 17:44,(Unknown)
0,VM-SBIUPI,1.73E+12,1,,Dear UPI user A/C X8641 debited by 500.0 on date 31Aug24 trf to BENDALAM  KANTHA Refno 350698985790. If not u? call 1800111109. -SBI,,,9.20E+11,1,-1,0,1.73E+12,1,31-08-2024 18:08,(Unknown)
0,BV-SBYONO,1.73E+12,1,,"Dear Customer, You have entered incorrect MPIN for first time and are left with 2 more attempts. Team YONO SBI",,,9.19E+11,1,-1,0,1.73E+12,1,31-08-2024 18:08,(Unknown)
0,VM-ICICIT,1.73E+12,1,,Rs.55 paid at Bellupada for 24BH4887A on 31-08-2024 18:10:40 with ICICI Bank FASTag. Bal Rs.1566. Call 18002100104 for dispute,,,9.20E+11,1,-1,0,1.73E+12,1,31-08-2024 18:16,(Unknown)
0,VM-ICICIT,1.73E+12,1,,Rs.115 paid at Bellupada for 24BH4887A on 31-08-2024 19:22:42 with ICICI Bank FASTag. Bal Rs.1451. Call 18002100104 for dispute,,,9.20E+11,1,-1,0,1.73E+12,1,31-08-2024 19:24,(Unknown)
0,AD-GOVTAP,1.73E+12,1,,"Dear Applicant, Your request for ROR1B CERTIFICATE has been registered vide Application No:(ROR240831018032), Transaction No:(TROR240831018032) and your application will be processed in (15 Minutes / 0 ) days. You can track your application status at this link : https://vswsonline.ap.gov.in -GOVTAP",,,9.20E+11,1,-1,0,1.73E+12,1,31-08-2024 19:52,(Unknown)
0,AD-GOVTAP,1.73E+12,1,,"Dear Applicant, Your request for ROR1B CERTIFICATE has been registered vide Application No:(ROR240831018032), Transaction No:(TROR240831018032) and your application will be processed in (15 Minutes / 0 ) days. You can track your application status at this link : https://vswsonline.ap.gov.in -GOVTAP",,,9.20E+11,1,-1,0,1.73E+12,1,31-08-2024 19:52,(Unknown)
0,AA-AIRMCA,1.73E+12,1,,The person you were calling is now available to receive calls. Click here to call them back i.airtel.in/RMCAAlrt,,,9.20E+11,1,-1,0,1.73E+12,1,31-08-2024 20:06,(Unknown)
0,AX-GOVTAP,1.73E+12,1,,"Dear Applicant, Your request for ROR1B CERTIFICATE has been registered vide Application No:(ROR240831018103), Transaction No:(TROR240831018103) and your application will be processed in (15 Minutes / 0 ) days. You can track your application status at this link : https://vswsonline.ap.gov.in -GOVTAP",,,9.20E+11,1,-1,0,1.73E+12,1,31-08-2024 20:20,(Unknown)
0,AX-GOVTAP,1.73E+12,1,,"Dear Applicant, Your request for ROR1B CERTIFICATE has been registered vide Application No:(ROR240831018103), Transaction No:(TROR240831018103) and your application will be processed in (15 Minutes / 0 ) days. You can track your application status at this link : https://vswsonline.ap.gov.in -GOVTAP",,,9.20E+11,1,-1,0,1.73E+12,1,31-08-2024 20:20,(Unknown)
0,VM-ZODIAC,1.73E+12,1,,Experience The Luxury Of Shirts Crafted From Rare Egyptian GIZA 86 Cotton Embellished With Mother Of Pearl Buttons @The ZODIAC Store Phoenix Palddium 9136902731,,,9.20E+11,1,-1,0,1.73E+12,1,31-08-2024 20:35,(Unknown)
0,VM-CBSSBI,1.73E+12,1,,"Your AC XXXXX454848 Debited INR 590.00 on 31/08/24 -MAB CHGSBCH. Avl Bal INR 2,232.56.-SBI",,,9.20E+11,1,-1,0,1.73E+12,3,01-09-2024 04:46,(Unknown)
0,JM-MOBIKW,1.73E+12,1,,Your ZIP bill of Rs.29610 is generated. Settle before the due date. Ignore if paid. Pay Now: https://sak38.app.goo.gl/zipsms -MobiKwik,,,9.17E+11,1,-1,0,1.73E+12,1,01-09-2024 05:01,(Unknown)
0,VM-KOTAKB,1.73E+12,1,,Avl Bal for A/c XXXX0004 as on 01-SEP-2024 05:02:12 is INR 0.00. Combined Bal is INR 0.00. To maximize returns avail ActivMoney service on our app- Kotak Bank,,,9.20E+11,1,-1,0,1.73E+12,1,01-09-2024 08:11,(Unknown)
0,AD-AIRTEL,1.73E+12,1,,"Important reminder: Your plan includes access to Airtel Xstream Play with movies, TV shows, Live TV and more. Watch now open.airtelxstream.in/FREE_OTTs",,,9.20E+11,1,-1,0,1.73E+12,3,01-09-2024 10:45,(Unknown)
0,TM-NEUTTN,1.73E+12,1,,"Hi Sankar, Get up to 10% off* on trendy jewellery with Mia's Steal Deals! Shop online or visit your nearest Mia store m.tneu.in/0AqgPmp
*T&C",,,9.18E+11,1,-1,0,1.73E+12,1,01-09-2024 11:06,(Unknown)
0,VA-PNPRKS,1.73E+12,1,,Pine Labs will never call you for the card number/CVV/expiry/OTP/PIN for any purpose like KYC update. Do NOT disclose it to anyone on call/email. - Pine Perks,,,9.20E+11,1,-1,0,1.73E+12,1,01-09-2024 11:07,(Unknown)
0,VM-ICICIT,1.73E+12,1,,Rs.145 paid at Laxmipuram for 24BH4887A on 01-09-2024 11:16:05 with ICICI Bank FASTag. Bal Rs.1306. Call 18002100104 for dispute,,,9.20E+11,1,-1,0,1.73E+12,1,01-09-2024 11:16,(Unknown)
0,AX-180008,1.73E+12,1,,"Congratulations, you've unlocked Bajaj Finserv Business Loan of up to Rs. 80 lakh, starting at just 9.75%* p.a. T&C apply  https://r.bflcomm.in/QcQH0xZc",,,9.20E+11,1,-1,0,1.73E+12,1,01-09-2024 11:29,(Unknown)
0,AX-180008,1.73E+12,1,,Your Bajaj Finance Business Loan is just a few clicks away. Resume your application for quick funds and tailored repayment plans. https://r.bflcomm.in/JPPlyIK8,,,9.20E+11,1,-1,0,1.73E+12,1,01-09-2024 11:38,(Unknown)
0,AD-AIRTEL,1.73E+12,1,,Never respond to emails/embedded links in messages/calls asking you to update or verify KYC documents/User ID/Password/Debit Card Number/PIN/CVV/OTP etc. Immediately change your passwords/CVV/PIN if you have accidentally revealed your credentials.,,,9.20E+11,1,-1,0,1.73E+12,3,01-09-2024 11:43,(Unknown)
0,VM-PNPRKS,1.73E+12,1,,Pine Labs will never call you for the card number/CVV/expiry/OTP/PIN for any purpose like KYC update. Do NOT disclose it to anyone on call/email. - Pine Perks,,,9.20E+11,1,-1,0,1.73E+12,3,01-09-2024 11:49,(Unknown)
0,VM-ICICIT,1.73E+12,1,,Rs.100 paid at Madapam for 24BH4887A on 01-09-2024 11:57:54 with ICICI Bank FASTag. Bal Rs.1206. Call 18002100104 for dispute,,,9.20E+11,1,-1,0,1.73E+12,1,01-09-2024 12:20,(Unknown)
0,VM-ICICIT,1.73E+12,1,,Rs.110 paid at Nathavalasa for 24BH4887A on 01-09-2024 14:03:02 with ICICI Bank FASTag. Bal Rs.1096. Call 18002100104 for dispute,,,9.20E+11,1,-1,0,1.73E+12,1,01-09-2024 14:10,(Unknown)
0,CP-SBIUPI,1.73E+12,1,,Dear UPI user A/C X8641 debited by 1000.0 on date 01Sep24 trf to BADHAM MAHESH BA Refno 462328048208. If not u? call 1800111109. -SBI,,,9.12E+11,1,-1,0,1.73E+12,1,01-09-2024 14:16,(Unknown)
0,VM-SPRCRD,1.73E+12,1,,"ALERT: You have spent INR 516.00 at IND*LINKEDIN (PGSI) using your Bajaj Finserv RBL Bank SuperCard (xx0528) on 01-09-2024 without using OTP/PIN. Your available limit is INR 3,057.75. Please call at 022-71190900 if not spent by you. ",,,9.20E+11,1,-1,0,1.73E+12,1,01-09-2024 15:25,(Unknown)
0,VM-KOTAKB,1.73E+12,1,,Avl Bal for A/c XXXX0004 as on 01-SEP-2024 07:09:11 AM is INR 0.00. Combined Bal is INR 0.00. To maximize returns avail ActivMoney service on our app- Kotak Bank,,,9.20E+11,1,-1,0,1.73E+12,1,01-09-2024 16:15,(Unknown)
0,CP-ICICIT,1.73E+12,1,,Your ICICI Bank Account XX820 has been inactive. Transact now to enjoy uninterrupted business banking services.,,,9.12E+11,1,-1,0,1.73E+12,3,01-09-2024 16:31,(Unknown)
0,CP-ICICIT,1.73E+12,1,,You haven't transacted in a while using your ICICI Bank Account XX843. Transact now to make instant payments & enjoy uninterrupted banking services.,,,9.12E+11,1,-1,0,1.73E+12,3,01-09-2024 16:32,(Unknown)
0,JX-620038,1.73E+12,1,,"Dear JioFiber user,

We miss you & want you back on JioFiber.

Here's 30 DAYS FREE JioFiber - ONLY FOR YOU. No conditions.

Enjoy 800+ TV Channels, 13+ leading OTT subscriptions &100 Mbps WiFi.

Visit MyJio app & ACTIVATE FREE VOUCHER now. Click https://tiny.jio.com/vchrnrwb

For queries call 1800-896-9999.

With Love,
Team JioFiber",,,9.17E+11,1,-1,0,1.73E+12,1,01-09-2024 16:47,(Unknown)
